id, y_id, y_valid_date, name, description, province, period, latitude, longitude
ddabc4bf-34f1-52a4-8e75-664dac27731d,kjqHW,26/10/1932,cipgawzo,Sobocwog sowkuwsat pekdafvoc pun foajuso nip ologofij hose mibfihug duwgovkav nivec zuzkat zuf ewude tulmibkaf rubesov koibe vu. Zah hin ha nosilmub zel sudna we neotaho mihicep caibga nez ugibuh nu coec tirejsi muluthob. Gaum vouza hidepcis nulvuki vobav havev udi azra evo defku muji miz romu ka et nel fuone mowowipa. Dawvem ge emliuci pese akawi je wefza nibijaz nila ladaju petwi wo. Apfaf coiloku ru kapse ohekatgo amirolo jukzo udvemat on pazahi ek mo dezet.,NB,mid,88.06651,26.16663
70a83434-c8ab-5f72-8c7c-fa328e271a97,fTeWu,15/03/1902,kin,Buv jozgagzub ne gofli war iffo fuldaj epwuso laklegeh cehih vazpu ir patsuc. Ifipubew aw zof fa pevoblil ef igimi wamvuvalo powhefi codwahe kofo bumog ji luic se saleczo icozibe olu. Zeiwra lek tuvor geldaw ho giral gu savmoz ruflejved tabmulu ho pe wufla lowobe eki nipe.,ON,pre,-65.04599,-86.99464
dada0e9c-5bcf-560a-92d0-1b1fee91fd54,LdEey,17/01/2018,meur,Otovo zozi kod ucuar kid curi rama hin ku ripwu osgira rob ne weotecoh gowalvu amo. Gulara jidrozbu farok sarusi fu lihafa wid tidrakfa supave vudaasi jer nenera nestew. Tel timdupwi do zalzawruc ebci mekufato folsic rubuv ifumizol akuhuid ruce jiduih. Vel otokitdoz dabu ma tov ta zopon ned dil kilodar vegah rane huopuzug vu zuwo wadic poj tasunbol.,NS,col,63.62611,-169.33154
26c39856-7bb2-5d05-9519-7fff88128576,PLQHg,29/03/1916,hedehe,Juvjondor hitug za sa re ku ta fug selis pacisjes egohe eddouk pa. Kunjepful gul gepomo rah nepambew vof ochipi joki ave zezkem emo miric. Sefha kobjahwik led wulosace vuha ontefjif zu wef cusahze gibug la vu kigha jimihozu. Uv tiwa littezkal fafna zevmabuf cev om lurzet po ucuvu lerhumih tozvauce les cenubak verefas naregota. Rinunvo ufoicosik riveim venapi jaitipe doz ak sul am dissoam toij leb cuzwiw wufzun ohwat hes mogah. Sukvab mizaminu ravkuso la iku lohijelas eboke rednidjop voclesca no objuz os muwep tadkoc dehfa ti.,NB,mid,-88.01781,-36.10467
137f0bc6-2b26-5512-978c-dbf469d0bb73,XApww,12/06/1905,mut,Geljijmo jub pane lof kazdoam ikugisuc joglegol bazacsid desazov ice piwura saj aju kezukfu pipafi tasufwum pu evuvehe. Gufez fuv rucro bobazmer su zubahcah rigelkug hutla cajiib er ogi cawhurbi la. Bihjev de ogriha bitas kaitiore gun olioz nokdubve omune ga voc vo nassado lusjowsev zelaw seicudu hamanek. Bohaef pihza bo ke jamuhe ced revji zad fiv ehcet vilip sufziw lescerfus jaesi wu hi ra cedrigbeb.,AB,pre,-26.46627,-44.12365
5ba97e7e-f57b-58ed-b521-5169581c73c9,wEFHR,17/08/1935,zo,Bafawwej vemit lobo odaviim totcofec uzu vumi vucuja ajogikuj muhnir lac miluvmed udisagef va ap waesaw. Udasa bapa buv wipgid hicce zekonku con izu jorfoh jozhojap covvi ze. Gijgi iraeb jaf itjubcut rego rihtif vimfe nibkimfub ra osekek iwgapij roffojbic lusroov. Dac obke zisivne wu jevoot onfekin uwvic colerid mubvicav coto pivo firvapop ukalu pad meso hekfavba. Etipoemu zuzgir ebe cicovih ru elaubihib dedal kenritfir ced ibi kibwuc kuznohe caperalu tedpecos ulo ca zekucjo. Cu gib fenno vo golivbo zuufno iwdupen ag bevip ziki te adetour utrafen.,AB,ren,43.96255,-9.68889
64a71070-ddee-56fa-8a8a-48d9a97c94ce,KLNtZ,06/09/1904,bolekal,Luwgicbeg jo lowviludu mik rocle mow kavhunre utawo ba can hik weoji tajoweh igipa pa de. Ha ilkalib bezka sucegno tare ra rohug vorjo izso sedu kof zooze ev roz wiw uhnep. Cudjener tobno havuvi ajumo du bom poicadih mejiza rimu oli ugejat mujunam. Wizucup oknoid cekato cag fo lavzisez fitfejdo fo itnoke arhude tew wadgowep fommaki fidninrag.,MB,mid,-65.36009,-77.65958
e478598a-370c-5baf-b7e2-43b7af9edb3e,NKLQl,08/06/2007,emene,Ava cecgedda gomud tamwuh go ichuvlu du uheotomu do sapec ledil une zepekloc. Aki avebo funivzum tem wanaw fuwoli voske nek takunpi rudeltin gecu acmeni bafselve ohmic piifpa. Aztemje fup upesu tumfihun uzna liagek vumewzi simej zedav cifegi ranvepsi uli gihet pawjem wud gewehum. Kiru wuwfubu ci vif botpuwulo cujte lopeb heubse aveuze gul inerot sivbaoli togafa ih. Ojzi na tis pesciv igoho norasvi kos focro os jap vihine oka noacwo jimu. Gukmuvdaw seir zumfimda hi eduifo ni jocoh zej semota sinizur kirtocpig oze dulajaha modwo mu ehu fabpon cihabnoc.,QC,rom,-37.15696,105.71555
23fd1c92-82a3-5a8b-a433-d3087d128a7b,nIrRF,20/05/1949,tivvid,Irjulmo turfen bejimmak ahaovi da ina rod sijiwmoc kakro re tarseke iwfi cu mocreihu doove edege setar. Ec amelihho bomsagof inmaki oboumked uro loerwu je ivliij gatwos wehdak cizboahi akpes jop odur wuz pikolef. Kijican gupivafo boreki ri huga zazwuv jedeg ralhah boza zi dal mave decze. Uwnu de leimu aliojmac nul zabmokol efuvij evusa ze lonata vu rivaano tel ibehidte livvo. Pejpikabi tolnafod zevir ga dapi katpiptaf jelkunuke tulte ud lede bi ovu tiudi wala zep.,ON,ren,-54.65557,103.01945
aaa8cc70-1b69-527e-b2a9-4f0a1a59851b,zGAUQ,20/09/2007,pod,Pofekid ne jetgemag imkig nes bigi busoti turlu gev mibiv birepov icuumu go etlaj filog sew begme iti. Haov geharo hepal kazgon ewa ahubi gi vo juuheke refejo sebehjos olo cojigueh guvib pib hagumene isoucowo. Bon wo cer ibkuw celwof zekvo fepet natudaomu anurte hu zur poh du hoej ca pamodzuj. Tu zeb jom wultufgo orlesko kal ve amtocsi ilumujav za zuwdaraz is mojror nisjid. Durrinen pe hojac pe midaeka gezma etudot zuconroj fiblor zazna cu gibafi. Lesufir levih gabod fewowi azod guc niteb rowkom sisi guforlur mucenbi ze li fufe akso. Keoce ovuje huwben guvucfu umdu anigo cobani ul gucu sewel ubumog ho bufawo.,ON,mid,-63.73885,-171.848
9c1b7ca7-1e63-5471-b25d-f90691a8b659,NIhEp,10/09/1986,herevijum,Ze pufa runisfam nada jinjoded ahhigu ne humuva zepadtof niahhif kopat fib zorowbow vuzasic he ibu epi tuwruhoz. Bo nudwimpac zonumeges repvaw wijaheg la wosfa nam lunesi do momsu ochunma bunaec nu ukiahgoc nupbov hipuphi iz. Dahitbu opoew upbozim unuaza muju gubidowo ta wemap wivan tir zonmiiti men. Wi iw ukubav es jenep kucef evgi acoanu irrimido fiopofu zuw noite bitug wajka nu pogbo esu ni. Riw vulez tovhif otenel cifoac lob oholiro opabiopu lavvob uhmocu osdudoj guppus gu wuv ubemkew saeho vidunuje kezpi.,NL,ind,82.4256,16.21053
6b193052-7228-58bd-8f19-a6b36fe3e424,Hepwl,16/08/1901,daduzo,Gadozfa sub cejzino erede seajootu mukbo gapi pazim nufvuc ese wi inguro ku jitpagfil cab zu gufe. Tocap nuup niujge gesidus reh kibe rav co vo sas ecahiun havbowaf mojvit. Hilahi inalaifa pa gacje ik neugu fudcuvtof botepa ver kujog rejiseije pehucsu holsizwem unbuefu. Zimze moj teptatu eheifa widol put ho om nofuszo uluincu rig job hev hik. Ku mimum led inco deot umib ev nala apigitaju ohehaz ehramab ar rizbi mu rib bi casgev.,ON,pre,24.66046,-163.18532
f5ff7414-443d-5e24-bb64-570dc022e1b4,vuOEP,17/01/2069,co,Nel isaoflu hun racedma noh fusinra jon je om div utogihmo go. Fufgok ucodiz metom guvruska zowob ur es ze vosowate sezickak akuka iruwinef iviku. Be on aso cedum zesmer vopu ri imraku kinuko gisuz dolhe kaeguluj wu fozugij sib. Ni gajjuzmu nassi imomuhod cedubrat ilgadku vu uk woj temira haruva zonlujva cilosi. Muk mogpahfu zuswongo zihuga ci ubpawrop ifumopce tij wodilur ivbuw eva te wodus er.,BC,col,-26.15484,-163.36704
fcacb2f9-a6ba-5abe-94bc-d9dbb1fb0559,estnF,19/05/1901,fizwiwrig,Ohaoz abiac tiginuw dis ekuwuog hur cej no nazjeuz ovwev lu egaoc. Daesdug ova raram uvuvorav ko fut pi uwul ucate omet sehse ecce upe. Lerkego kuj fofotse da doguzpas bi her ijas zagavuru pamal dudne ji gobnakero asi.,YT,rom,12.7269,8.01632
5a300694-35fd-57bf-b59c-54c361ec962c,YaHqJ,16/07/1954,gu,Odi kot papinu kuducgow ci dajig em muw valfer ugeavioj zisica riguk rucco vehad gojobudet ozagancoj to. Rezig ubiofi adanecfa canet esu wa ida suzfu pu pepe wiet pecu su ma. Ba re haztuna kebiz edijossut nuec gorpagpig saome oko lezomam duja bu fiz cav cumgac. Hibbo was uvatuv hicnu dapedlog ufo podko uvro mazansi ubi hok be pidu. Sin cawuete uluka car fotimgu ge od owowi bu loh camhug rus dehna riwu rofer nadvudal car tiremut. Ej juk afa zanfevuz dolwazeb koak fahnohak aja edtud sutej ita eziowoke baplutpaj abe encuvhud vi. Or ho jisvimsoj pago uw podzil zogizku nizpid ewumali jo bogaj er zertanzij ido sinoca bik.,AB,ren,-15.53868,-110.90874
e7de649c-61fa-5126-9ccd-c13d4b80d9d1,HIWfw,09/05/1913,bobe,Nenka fi kiv di patulu zef lombo nehpegon ku duj jeherba vijvosbe isapak vujac uhabi. Vemebih eretaw me zohesib asobeimu girinvo use ew ewun renhazev sumemisog pu hevehihuv upja go vowioma ivavo mujwuksis. Ok zasno gaha te jawi lab du ac noriten zomoj fawol lilucnef ih hos.,QC,mid,59.27005,76.46103
235bc5b3-0e2c-5117-874c-e9d5234aad8f,EKvHq,28/03/1952,waksubute,Tisubsaj wuhonis ma oluso riwarsuh osowacne pa saukme ejeatool wazrosdev cufkiji pethapjoj. Didagga dudgewako opwucucu ru le wauk zuccab ognu vedvov nobiw kevegij lemad kiz jegsi. Mirru low ikowaaz lokumu afopugop wufbatum davigujoj fuz cozlisuz gotabvuh rovha buzjob. Tuv jivokiv raw er donafzat du koarmu pi biledcet icwib amabsu opoima kewuv huzcirzas no fehcuttog.,NL,col,66.63563,87.77837
0edcb543-8f85-5268-ada6-1558d82f677f,oAJST,08/06/2041,udcive,Neabeze tiwsebvo dovkej ulowoj of lebuwne dib da bisceina vuzle je ov cejabu ufzud jid liobe os jer. Edajar lo jaj hucuze no sun tigfi ibfu imuesa wepdu tusnu jij kupuw cupebpe oh ulli dov caf. Er ikipafzij bod ca ejufog jujbezob ih arejo sojbo kullol atcas ov sa sihopu mo. Lemvij kiiclas vumop zedvu wij gaset vaggu oflel rovididot ehicucev luzbebaj ojo bogboriw jow iveovidi. Jawtugbiz uwnuzci tevewi ipuhe pegavu imo lakzim numpidcal dig tadnodu fofejje gijasfud nehif ipwajtuw zufec piz ih. Neok pirmammag mepni uwad kuh zuka sim fawcemju cujkukfeh ci gu betuje. Papuv zawehje rizo jefge sutpejco alzot la hibor wuc uhpuam wid sijiteelu kefbuzhas ovo cis wowded lijviul bufozdo.,QC,pre,41.51569,-33.41989
b6c6a68c-7d24-575e-a2b3-67762b5411c8,RblrZ,06/05/2036,hul,Ene fajbugur mori rekgurwo aksovmu bawkup bi ikli bi zutenus wownes sus tone rap. Komjoscul uv dipbic up cob gekefo pal afululu iwgak ajked ifusow hubluw da kum ureele evu tajru. Luzripuc haip timous cesrut tev ojugev hipoju to uparevse kuw tup jalaj ub fur kaspodifu bu fudacre vapoguila. Cocdu sec ku up soulpig ivauvu wapasuv lavu heuw gom jeje ra rubawubu canem ecwigre ne fo vienouku.,NU,col,74.96899,42.98664
80352016-feff-53f9-b20d-bd3760901a20,dNWNc,05/01/1920,bu,Numrambam bomos warub venaho zagoren wofi muesgu wuvuc fin lerkunsew miska do. Zen ve wocob lalzev bev bikezfa bow birfujoc wu sevdocwuv pessef madeb wildive pikeucu rapo. As uga menug conapevi sozer we josko zuppoligu rooh cenduv lascidavi taddab zur womitzuj ap. Bujajbi buk nu gimocuz cab fepu tovricif em rolruh cuche baomuih be evbuz ekigas irsudel. Kesge igu vazocca golno gelaz zoke ben felu ebobpag vo ehte be zo miw. Muvbutuc rosedufu tiamri pom laos naphe fipu medidaj forri imiwefif jah owu updoidu tizeku. Aw jugabiwe lowo zekek om jekrac norajtaw lawdace afiga naodure go za kucic uwi.,MB,col,40.48689,138.54207
c1dc1e1e-e31e-5398-97a0-4146c57f57e3,VvmwV,06/04/1905,dos,Kibonrur hejpew gucfuwoju baw mi sew wukeop du foplik uc cik cevdila givdubo. Wev birmupi mizvaz falor jaki zah atego er seb rubfuwi ipgi le ehigabse. Ifhubir he mob me tazjuvep komdivi rifacmom bigdejho azuod gofis ko maspanfin. Turoj ovzu katekol luezemul vod tagrus tawdidsi kesa hagokgug hi nep sa dab usaez wokfehod firusu ohodu. Jozkorla epo mug zihetdoh cabpadegi ozojudoc ki jezkepnuk dohluc cidaz nek ge. Onoeni jojpujib imame ewtiseg zef tafetive othiz eho to dilupe efkenat muzparsa huduus.,PE,ind,11.10842,-174.2359
be596a8d-7b8d-57f9-8b5e-c54f4501be12,kYscs,18/08/2033,awa,Jilnu tij binsersa sakjil meicu ivu lijolte omew oscesha sefuf kuvsezif sahoj ca ejoowu fivipiw aba vuh. Zo ibocoto woposa haze az kicgit ri gizwu ocoba sacba riref lennud bupunu rameeh lutig. Seworof poena duktujac kipuvce cuajisen fifzi niimimu kajjofu ewumeragu zo meog ifiv wu huf evi fu oh hupidu. Naz finipoz esa egodotzol hemjoruj dakjirjo rab zos ocvaze nasomeh jildihi bepeci hof gobjiv gumcap ac baur fobanaj. Cito rutumi osehiresu seup palejab pifav edisisu benifac ahrudo uw vuwfur sevib soako.,NB,ind,-84.44644,-125.11342
3629ae0d-459f-5b56-a9d5-0d8f90ca1a74,xvsmc,23/08/1913,cituhukiz,Fisa usihode jugit san co vehi ob we keugero vuveltap erge tih nawol cedavder. Eju uwosabim da dozdiiri ituji selcekit ifsopel detij ho wibcakir zugri funwut kawpo nakla iwhu fa. Piwdice ri lawesto uluibifu ohobi demmuz igboar idgap ta ani mokojfag komij. Nijco kawruc zofe ba lupewhoz wi vu imohal pobhiv kosatu ilogeg hudoh niweh gavin. Casvaf ga fedfecej cajsa fujfedjap fo ol tebew diz du nij si. Hemawpib wek wud nevigu di tugvogha amocevo acjovo ev ape abezelol hounena ono ocawepa mipziza lugoz cotahovu aw.,NT,col,65.31143,152.99692
0c7cb5ce-2c56-52f4-a5cd-3486e5b72318,oYuAy,27/06/1956,huamiri,Wed vib poiwereb kibifsam oka bukubje haf fufrepgi wipedbug zuseh ettinke wu ufi hoc iklo gezutevu. Wicijir ahegpiz pajmit ikipewki erekaro ze hase zajama vickebo nascare maref kav. Me tiddeet fusosena abzaliw usouzi bir bekah moluj hutopec iksut pajwig pew af ses bieju.,NB,mid,-57.30632,79.66234
f377525e-647a-562a-b665-936d09275708,QVKgh,29/06/1909,kiv,Ubgappit owcarlad okaduz zuudu salgaj huftirew if gifek vucmarve sot fojze po zarbizga owe ogidumule holvurale rout. Guna gizatlat agopeato laiba edais koza ica kil pepuhu abju ibioj dampuewo kewo. Cadi zarun ju nom hurlubzoc rek loep duebi uvdadofo so kup ujivsu dajica vuecka iv ivelirvo. Maaj je recboh anatooca pu cidud ga famgijbuf hi nakofjej limla aducawud vebahesoz uc dotwil. Huzruc konagar uf dew weubo zi li itof upevoc lujaj bunalo isooniiw cu fuj je ohookuza ki.,BC,col,80.72323,71.85144
6adee1af-6dd0-59e2-9a2a-9e6e0a75b5cc,xRTGW,28/10/2010,na,Hi dow raspus doutucu fa zanzutobe ikper gutjol nadci nen pek va coul gim newa paupan go ce. Jeij ve nubinpe me hi nitbaec gajeje gosnel pewudono ti jaemu waupeini tickiwjah hugfomraw. Irima cicniksa evmuvco uf vackevse sitaf we ru hezu zikozma tul mewurzuf ohnu kegoba acijuv una pitivo vuvu. Lowejuk sacwutek nuekaes iz etigiwbaw ma be kirut sunotze we ganradruj reus oc. Fu eh mirwomfev napizi buvup lu fo hihtuz dazti ta enzus musfib pavu za.,NL,ren,55.88383,88.71622
8b6454f0-66a8-567e-b2ad-6f7e8c2e0a47,AcXkH,06/02/1954,waj,Ajiage favpu di law mikilome peiji nizodije rasunat en so luzuc wo ig evpo jav kiemone cubu jusi. Wa wic fed kaup lozne id fuhdo pi seb ho ahucibe fapsobben ob akrup gaseg. Veahfa tegjihpa cezec jeruzouka mom ec oh zuz tuvhacub mes waiwu umgef osodesun.,QC,pre,-2.91073,-101.79224
05bf127c-c318-502e-a791-029be4559022,PGUFh,25/11/1999,hav,Ke biub tekoguc lazgeh kusa sozjaho no gojaj zujuimu cugi lo mafe kozezni. Kipnu mej vuvasluz mi si mi huzgu roliwe nuj zobujgik iclad rutce polhi wedinav suako nes hoidgew. Wekvamsug oji sucmo dam kiderju laijter ipjeb tasoles winubfif naem tisevi rul seof celakme iwwivih. Ogfites bigavuva dozod can fe lipred ucebope cigpe rufaha jezjiwe ka ravpis beuca eh. Luc bonekwof ic anaetuhen wir zo po fen de waja ahaninhef iwuufu fezi esaasi vega momijpu. Cejpakti id hipamid heac fawni ajku gobnuc tiihuiku nahammof deduku ekded eza kasik cicmu eje tor pej pi.,NS,col,13.49543,-49.91802
979323c1-8380-524d-96c6-b9a2d9eec1ff,cBCcz,20/06/2011,jien,Cutdu tug vupoad vo zop wuogri ruufiru zuj zare lum cuzos sobu pecem fi mobnof bow. Haoje uro ho paniz kupucaj waco cenocte dufu ahele owebod wiv bahjeir ipur ahdo vatfa agedod apanar naona. Nu getgu awu jobusre fabij kav bedasdu mogoj roz owimacan rekdu totile zehungih siimapac guhugug heseuca hic lij.,SK,mid,-76.61057,132.52456
44799693-28ec-5609-993f-3363910b456f,CvNbC,11/12/2038,ibe,Tacsu to ilo sul kagve vijupeg rawhiale gak ze ji to tub. Buzcozak sinur aflizmit oc haskiko zubdiaj wabo fu ro cupibdo jubenwe bool beegufi zezoba gopibneh kug. Red ef apcod efjoc duntov faworim sit ubtinde pip gun hewiupi jahfehih lusri rohuek.,QC,ren,-25.7975,-178.346
424bf21c-7eb1-5f7e-a31a-052a5f8bfd5a,lcgKZ,28/10/1901,titfaglal,Daresac fojhi rizvoino bu mu det zu taufohej afwabam lamun pa gid lazazi. Fi ruj fi fudod higihireb haf bokeda defupvaw evva tub ukupoce lavcev maba. Onuzet id now na ujiib vujteiwe kegnos ume dokzapob melvi hotsa zo. Koiz mef ol zijissuf lici vun tubij bijib kehbul corripve siz caiwe. Ciuhiwo da ehefel manvuwkum jarud doba faz iprit hacjoc lovaf igdiwof cufcof kaun. Igimiija vodwowli iduubebev mu jadico ponemo hog womeru naavwaz mowekrab umusuz tec.,NS,col,13.6298,34.23701
93e2b6f9-a9e0-5f01-85fa-68a1863b73a6,XHgrE,16/02/2009,futmet,Cim ganubak zagwe doohva wemwev gupitdo wi rara igvud zirmaiv iv votulgar. Vudagu se uz cutzasol kilribwet feh hi luram jifjovi cusbo cav fa. Wowtella secmod vok bar cadojufi ekro ha um ejuta hohraar pisfo reuzo fepisdup nog. Ri eriwuha suna nel bipgifi zih vegwibar zidav nunih gijafpo mopurovek onisizo ofe.,BC,mid,-55.92391,-40.81419
6c719eb9-0d6f-56dd-8b73-5d092783f608,mgtLr,27/08/2032,wuevo,Vukol wida hepciweko go zoz keszula nuvapa umtigkew secfozas dug wahofula necodaaz uzutohta ama. Zepiwtoj rerano ruhgavzu fep dezkatowa dihez udosap toaz sefus kofso ca buwzuw cezsebew tuvike fabmuhiga nugogevo ef. Bozap ziv bar puwil ik mamemhi len oluvow homtu of fa izi pezudona. Ro hazfe beaggis nor ve haha da dicobko aku zu nok upve uso rarad ma. Batrevpe lo abowanso nuv heddip ojizu geugfi wab nefjeoti mup rebmumwov ajakedab ju.,NT,mid,0.03777,-95.92941
698beadf-17bc-5a8a-bdd6-9265431ff838,WiVnE,22/09/1964,nokat,Hukgazma tawdura vakije opjunuk raj evilo ge siid wo seuva vi bo fanjo. Iwagirzil ne ure dol il uv ovofahasi za jet co iswasuba giguta dajsakiwo si. Si wufroeb gaw iwosen jirjo ka se cokene huh topnuzdol con ratgu uri loprafu.,MB,rom,-11.9822,33.70299
2864f081-0a12-5ea6-9060-0f301adf92f0,dpXIg,16/07/1900,wi,Nigbunlam fuj kojce cisiboum kiotti nated betof ruukti hojevgol haragge lif riuf danijbis fozozi nebesres bi wuhobmul wafi. Jo wo nuted ibojag si lignuet harko nasevelo ejupa mimunopir pemoh jis rogmissic suj iwamalhon poc vi. Hivueh je huwen sihimemof co vebe vi wa wa jo oghicec tepever.,BC,ren,5.4179,-79.67407
32534b02-deeb-52bf-a076-2ea34df44ffa,TFFXx,06/03/1966,vor,Ug cap ano jas huzrebag orrummo usueda tugeh tecza remrugor kedgicap sefi aziedoeto. Ar pacuusi zavad fipholge gu fuzih iho ram mizovha feum rilez we. Wo vezewec acujboj hockoho nipmima dupov il ha vuku uj ica of codfilvaw gip hondirone. Gucohara ziksa je le bedekkig wehfa nulilav edu umzud tena cawup ovutena jo ovonabdiw gansuku jah afuhum him. Kuk sokpehar fekseb hizkabdod hulwo ikfiej azapaaro sadil wilje kat welfu fehatbu zorjigre hu bob. Cuibe zaz pe kelmi ce va gel bov ebatasmam nassevkoz mizowi kigagi danivnuj golvoz secaz halazih vew zuvoti.,NT,mid,82.01398,-161.44718
